date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_190_normalized,smart_191_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized
2023-01-03,ZA10RYRP,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-04,ZA10RYRP,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2023-01-05,ZA10RYRP,ST8000DM002,8001563222016,0,100.0,84.0,100.0,100.0,93.0,36.0,100.0,67.0,100.0,100.0,33.0,100.0,100.0,100.0
2023-01-06,ZA10RYRP,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-07,ZA10RYRP,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2023-01-08,ZA10RYRP,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,36.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2023-01-09,ZA10RYRP,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,93.0,36.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2023-01-10,ZA10RYRP,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,36.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2023-01-01,ZA10RYRQ,ST8000DM002,8001563222016,0,81.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-02,ZA10RYRQ,ST8000DM002,8001563222016,0,72.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-03,ZA10RYRQ,ST8000DM002,8001563222016,0,79.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-04,ZA10RYRQ,ST8000DM002,8001563222016,0,82.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-05,ZA10RYRQ,ST8000DM002,8001563222016,0,82.0,85.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-06,ZA10RYRQ,ST8000DM002,8001563222016,0,81.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-07,ZA10RYRQ,ST8000DM002,8001563222016,0,83.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-08,ZA10RYRQ,ST8000DM002,8001563222016,0,73.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-09,ZA10RYRQ,ST8000DM002,8001563222016,0,80.0,85.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-10,ZA10RYRQ,ST8000DM002,8001563222016,0,80.0,85.0,100.0,100.0,94.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-01,ZA10RYRR,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-02,ZA10RYRR,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-03,ZA10RYRR,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-04,ZA10RYRR,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-05,ZA10RYRR,ST8000DM002,8001563222016,0,75.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-06,ZA10RYRR,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-07,ZA10RYRR,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-08,ZA10RYRR,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-09,ZA10RYRR,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,94.0,36.0,100.0,66.0,100.0,100.0,34.0,1.0,100.0,100.0
2023-01-10,ZA10RYRR,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,94.0,36.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-01,ZA10RYRY,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-02,ZA10RYRY,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-03,ZA10RYRY,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-04,ZA10RYRY,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-05,ZA10RYRY,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-06,ZA10RYRY,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-07,ZA10RYRY,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-08,ZA10RYRY,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-09,ZA10RYRY,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-10,ZA10RYRY,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-01,ZA10RYRZ,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,60.0,100.0,100.0,40.0,1.0,100.0,100.0
2023-01-02,ZA10RYRZ,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,93.0,36.0,100.0,60.0,100.0,100.0,40.0,1.0,100.0,100.0
2023-01-03,ZA10RYRZ,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,36.0,100.0,61.0,100.0,100.0,39.0,1.0,100.0,100.0
2023-01-04,ZA10RYRZ,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,61.0,100.0,100.0,39.0,1.0,100.0,100.0
2023-01-05,ZA10RYRZ,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,93.0,36.0,100.0,61.0,100.0,100.0,39.0,1.0,100.0,100.0
2023-01-06,ZA10RYRZ,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,60.0,100.0,100.0,40.0,1.0,100.0,100.0
2023-01-07,ZA10RYRZ,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,36.0,100.0,61.0,100.0,100.0,39.0,1.0,100.0,100.0
2023-01-08,ZA10RYRZ,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,93.0,36.0,100.0,60.0,100.0,100.0,40.0,1.0,100.0,100.0
2023-01-09,ZA10RYRZ,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,36.0,100.0,60.0,100.0,100.0,40.0,1.0,100.0,100.0
2023-01-10,ZA10RYRZ,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,60.0,100.0,100.0,40.0,1.0,100.0,100.0
2023-01-01,ZA10RZHH,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2023-01-02,ZA10RZHH,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,92.0,34.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2023-01-03,ZA10RZHH,ST8000DM002,8001563222016,0,71.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2023-01-04,ZA10RZHH,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,92.0,34.0,100.0,63.0,100.0,100.0,37.0,1.0,100.0,100.0
2023-01-05,ZA10RZHH,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2023-01-06,ZA10RZHH,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,92.0,34.0,100.0,65.0,100.0,100.0,35.0,1.0,100.0,100.0
2023-01-07,ZA10RZHH,ST8000DM002,8001563222016,0,100.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,100.0,100.0,100.0
2023-01-08,ZA10RZHH,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2023-01-09,ZA10RZHH,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2023-01-10,ZA10RZHH,ST8000DM002,8001563222016,0,70.0,84.0,100.0,100.0,92.0,34.0,100.0,64.0,100.0,100.0,36.0,1.0,100.0,100.0
2023-01-01,ZA10RZJG,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-02,ZA10RZJG,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-03,ZA10RZJG,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,36.0,100.0,59.0,83.0,68.0,41.0,1.0,100.0,100.0
2023-01-04,ZA10RZJG,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,96.0,36.0,100.0,59.0,83.0,68.0,41.0,1.0,100.0,100.0
2023-01-05,ZA10RZJG,ST8000DM002,8001563222016,0,66.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-06,ZA10RZJG,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,96.0,36.0,100.0,59.0,83.0,68.0,41.0,1.0,100.0,100.0
2023-01-07,ZA10RZJG,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-08,ZA10RZJG,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-09,ZA10RZJG,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-10,ZA10RZJG,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,58.0,83.0,68.0,42.0,1.0,100.0,100.0
2023-01-01,ZA10RZJR,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-02,ZA10RZJR,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-03,ZA10RZJR,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-04,ZA10RZJR,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,93.0,36.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-05,ZA10RZJR,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-06,ZA10RZJR,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-07,ZA10RZJR,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-08,ZA10RZJR,ST8000DM002,8001563222016,0,75.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-09,ZA10RZJR,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-10,ZA10RZJR,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,93.0,36.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-01,ZA10RZKK,ST8000DM002,8001563222016,0,82.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-02,ZA10RZKK,ST8000DM002,8001563222016,0,82.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-03,ZA10RZKK,ST8000DM002,8001563222016,0,83.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-04,ZA10RZKK,ST8000DM002,8001563222016,0,81.0,86.0,100.0,100.0,91.0,34.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-05,ZA10RZKK,ST8000DM002,8001563222016,0,75.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-06,ZA10RZKK,ST8000DM002,8001563222016,0,84.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-07,ZA10RZKK,ST8000DM002,8001563222016,0,83.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-08,ZA10RZKK,ST8000DM002,8001563222016,0,80.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-09,ZA10RZKK,ST8000DM002,8001563222016,0,80.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-10,ZA10RZKK,ST8000DM002,8001563222016,0,80.0,86.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-01,ZA10RZLF,ST8000DM002,8001563222016,0,83.0,85.0,100.0,100.0,94.0,36.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-02,ZA10RZLF,ST8000DM002,8001563222016,0,77.0,85.0,100.0,100.0,94.0,36.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-03,ZA10RZLF,ST8000DM002,8001563222016,0,84.0,85.0,100.0,100.0,94.0,36.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-04,ZA10RZLF,ST8000DM002,8001563222016,0,100.0,85.0,100.0,100.0,94.0,36.0,100.0,71.0,100.0,100.0,29.0,100.0,100.0,100.0
2023-01-05,ZA10RZLF,ST8000DM002,8001563222016,0,84.0,85.0,100.0,100.0,94.0,36.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-06,ZA10RZLF,ST8000DM002,8001563222016,0,82.0,85.0,100.0,100.0,94.0,36.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-07,ZA10RZLF,ST8000DM002,8001563222016,0,80.0,85.0,100.0,100.0,94.0,36.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-08,ZA10RZLF,ST8000DM002,8001563222016,0,78.0,85.0,100.0,100.0,94.0,36.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-09,ZA10RZLF,ST8000DM002,8001563222016,0,78.0,85.0,100.0,100.0,94.0,36.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA10RZLF,ST8000DM002,8001563222016,0,75.0,85.0,100.0,100.0,94.0,36.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-01,ZA10RZLP,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-02,ZA10RZLP,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-03,ZA10RZLP,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-04,ZA10RZLP,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-05,ZA10RZLP,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,57.0,100.0,100.0,43.0,1.0,100.0,100.0
2023-01-06,ZA10RZLP,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-07,ZA10RZLP,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-08,ZA10RZLP,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-09,ZA10RZLP,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,36.0,100.0,56.0,100.0,100.0,44.0,1.0,100.0,100.0
2023-01-10,ZA10RZLP,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,96.0,36.0,100.0,55.0,100.0,100.0,45.0,1.0,100.0,100.0
2023-01-01,ZA10RZM9,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-02,ZA10RZM9,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-03,ZA10RZM9,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-04,ZA10RZM9,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-05,ZA10RZM9,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,95.0,35.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-06,ZA10RZM9,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-07,ZA10RZM9,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-08,ZA10RZM9,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-09,ZA10RZM9,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA10RZM9,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,95.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-01,ZA10RZMF,ST8000DM002,8001563222016,0,82.0,93.0,100.0,100.0,90.0,34.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-02,ZA10RZMF,ST8000DM002,8001563222016,0,79.0,93.0,100.0,100.0,90.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-03,ZA10RZMF,ST8000DM002,8001563222016,0,68.0,93.0,100.0,100.0,90.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-04,ZA10RZMF,ST8000DM002,8001563222016,0,83.0,93.0,100.0,100.0,90.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-05,ZA10RZMF,ST8000DM002,8001563222016,0,83.0,93.0,100.0,100.0,90.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-06,ZA10RZMF,ST8000DM002,8001563222016,0,84.0,93.0,100.0,100.0,90.0,34.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-07,ZA10RZMF,ST8000DM002,8001563222016,0,84.0,93.0,100.0,100.0,90.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-08,ZA10RZMF,ST8000DM002,8001563222016,0,84.0,93.0,100.0,100.0,90.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-09,ZA10RZMF,ST8000DM002,8001563222016,0,83.0,93.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-10,ZA10RZMF,ST8000DM002,8001563222016,0,81.0,93.0,100.0,100.0,91.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-01,ZA10RZMX,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-02,ZA10RZMX,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-03,ZA10RZMX,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-04,ZA10RZMX,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,95.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-05,ZA10RZMX,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-06,ZA10RZMX,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-07,ZA10RZMX,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-08,ZA10RZMX,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-09,ZA10RZMX,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA10RZMX,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-01,ZA10S0R3,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-02,ZA10S0R3,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-03,ZA10S0R3,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-04,ZA10S0R3,ST8000DM002,8001563222016,0,74.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-05,ZA10S0R3,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-06,ZA10S0R3,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-07,ZA10S0R3,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-08,ZA10S0R3,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,95.0,36.0,100.0,63.0,86.0,69.0,37.0,1.0,100.0,100.0
2023-01-09,ZA10S0R3,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-10,ZA10S0R3,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,86.0,69.0,36.0,1.0,100.0,100.0
2023-01-01,ZA10S28L,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,41.0,100.0,59.0,92.0,61.0,41.0,1.0,100.0,100.0
2023-01-02,ZA10S28L,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,93.0,41.0,100.0,59.0,92.0,61.0,41.0,1.0,100.0,100.0
2023-01-03,ZA10S28L,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,41.0,100.0,58.0,92.0,61.0,42.0,1.0,100.0,100.0
2023-01-04,ZA10S28L,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,41.0,100.0,59.0,92.0,61.0,41.0,1.0,100.0,100.0
2023-01-05,ZA10S28L,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,93.0,41.0,100.0,58.0,92.0,61.0,42.0,1.0,100.0,100.0
2023-01-06,ZA10S28L,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,41.0,100.0,59.0,92.0,61.0,41.0,1.0,100.0,100.0
2023-01-07,ZA10S28L,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,93.0,41.0,100.0,58.0,92.0,61.0,42.0,1.0,100.0,100.0
2023-01-08,ZA10S28L,ST8000DM002,8001563222016,0,71.0,84.0,100.0,100.0,93.0,41.0,100.0,58.0,92.0,61.0,42.0,1.0,100.0,100.0
2023-01-09,ZA10S28L,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,41.0,100.0,58.0,92.0,61.0,42.0,1.0,100.0,100.0
